0,1,2,3,4,5,6,7,8,9,10,11,12,13
Matscale (Atriplex watsonii),Matscale (Atriplex watsonii),Matscale (Atriplex watsonii),Matscale (Atriplex watsonii),Matscale (Atriplex watsonii),Matscale (Atriplex watsonii),Matscale (Atriplex watsonii),Perennial herb,3.3 ft tall,Green,,"*
Common Sootywing
Pholisora catullus

*
Western Pygmy Blue
Brephidium exilis

*
Mohave Sootywing
Hesperopsis libya

*
San Emigdio Blue
Plebejus emigdionis

*
White-lined Sphinx
Hyles lineata

*
Western Tussock Moth
Orgyia vetusta","Common Sootywing
Pholisora catullus","Western Pygmy Blue
Brephidium exilis"
Watercress (Nasturtium officinale),Watercress (Nasturtium officinale),Watercress (Nasturtium officinale),Watercress (Nasturtium officinale),Watercress (Nasturtium officinale),Watercress (Nasturtium officinale),Watercress (Nasturtium officinale),Perennial herb,Evergreen,"White, Green","Spring, Summer, Fall",,"*
Sara Orangetip
Anthocharis sara

*
Margined White
Pieris marginalis

*
White-lined Sphinx
Hyles lineata

*
Corn Earworm Moth
Helicoverpa zea

*
Salt Marsh Moth or Acrea Moth
Estigmene acrea

*
Labrador Carpet
Xanthorhoe labradorensis","Sara Orangetip
Anthocharis sara"
Tractscale (Atriplex serenana),Tractscale (Atriplex serenana),Tractscale (Atriplex serenana),Tractscale (Atriplex serenana),Tractscale (Atriplex serenana),Tractscale (Atriplex serenana),Tractscale (Atriplex serenana),Annual herb,1 - 3.3 ft tall,Green,,"Western Pygmy Blue
Brephidium exilis

*
Common Sootywing
Pholisora catullus

*
Mohave Sootywing
Hesperopsis libya

*
San Emigdio Blue
Plebejus emigdionis

*
White-lined Sphinx
Hyles lineata

*
Western Tussock Moth
Orgyia vetusta","Western Pygmy Blue
Brephidium exilis","Common Sootywing
Pholisora catullus"
Hairy Lotus (Acmispon strigosus),Hairy Lotus (Acmispon strigosus),Hairy Lotus (Acmispon strigosus),Hairy Lotus (Acmispon strigosus),Hairy Lotus (Acmispon strigosus),Hairy Lotus (Acmispon strigosus),Hairy Lotus (Acmispon strigosus),Annual herb,0.1 - 1.6 ft tall,"Yellow, Orange, Red",,"*
Orange Sulphur
Colias eurytheme

*
Avalon Hairstreak
Strymon avalona

*
White-lined Sphinx
Hyles lineata","Orange Sulphur
Colias eurytheme","Avalon Hairstreak
Strymon avalona"
Silver Saltweed (Atriplex argentea),Silver Saltweed (Atriplex argentea),Silver Saltweed (Atriplex argentea),Silver Saltweed (Atriplex argentea),Silver Saltweed (Atriplex argentea),Silver Saltweed (Atriplex argentea),Silver Saltweed (Atriplex argentea),Annual herb,0.49 - 2.6 ft tall,,"*
Common Sootywing
Pholisora catullus

*
Western Pygmy Blue
Brephidium exilis

*
Mohave Sootywing
Hesperopsis libya

*
San Emigdio Blue
Plebejus emigdionis

*
White-lined Sphinx
Hyles lineata

*
Western Tussock Moth
Orgyia vetusta","Common Sootywing
Pholisora catullus","Western Pygmy Blue
Brephidium exilis","Mohave Sootywing
Hesperopsis libya"
Common Lippia (Phyla nodiflora),Common Lippia (Phyla nodiflora),Common Lippia (Phyla nodiflora),Common Lippia (Phyla nodiflora),Common Lippia (Phyla nodiflora),Common Lippia (Phyla nodiflora),Common Lippia (Phyla nodiflora),Perennial herb,2.4 - 6 in tall,Spreading,Fast,White,,"Common Buckeye
Junonia coenia

Phaon Crescent
Phyciodes phaon

*
White-lined Sphinx
Hyles lineata

*
Subterranean Dart
Feltia subterranea"
Beach Evening Primrose (Camissoniopsis cheiranthifolia ssp. cheiranthifolia),Beach Evening Primrose (Camissoniopsis cheiranthifolia ssp. cheiranthifolia),Beach Evening Primrose (Camissoniopsis cheiranthifolia ssp. cheiranthifolia),Beach Evening Primrose (Camissoniopsis cheiranthifolia ssp. cheiranthifolia),Beach Evening Primrose (Camissoniopsis cheiranthifolia ssp. cheiranthifolia),Beach Evening Primrose (Camissoniopsis cheiranthifolia ssp. cheiranthifolia),Beach Evening Primrose (Camissoniopsis cheiranthifolia ssp. cheiranthifolia),"Annual herb, Perennial herb",Yellow,,"*
White-lined Sphinx
Hyles lineata

*
Pacific Green Sphinx Moth
Proserpinus lucidus

*
Phaeton Primrose Sphinx Moth
Euproserpinus phaeton

*
Ridings' Forester Moth
Alypia ridingsii

*
Clark's Day Sphinx Moth
Proserpinus clarkiae","White-lined Sphinx
Hyles lineata","Pacific Green Sphinx Moth
Proserpinus lucidus","Phaeton Primrose Sphinx Moth
Euproserpinus phaeton"
Ajuga Hedge Nettle (Stachys ajugoides),Ajuga Hedge Nettle (Stachys ajugoides),Ajuga Hedge Nettle (Stachys ajugoides),Ajuga Hedge Nettle (Stachys ajugoides),Ajuga Hedge Nettle (Stachys ajugoides),Ajuga Hedge Nettle (Stachys ajugoides),Ajuga Hedge Nettle (Stachys ajugoides),Perennial herb,0.33 - 1 ft tall,Pink,,"*
Variable Checkerspot
Euphydryas chalcedona

*
Variegated Fritillary
Euptoieta claudia

*
White-lined Sphinx
Hyles lineata

*
Bilobed Looper Moth
Megalographa biloba

*
Corn Earworm Moth
Helicoverpa zea

*
Garden Tortrix Moth
Clepsis peritana","Variable Checkerspot
Euphydryas chalcedona","Variegated Fritillary
Euptoieta claudia"
Cliff Desertdandelion (Malacothrix saxatilis var. saxatilis),Cliff Desertdandelion (Malacothrix saxatilis var. saxatilis),Cliff Desertdandelion (Malacothrix saxatilis var. saxatilis),Cliff Desertdandelion (Malacothrix saxatilis var. saxatilis),Cliff Desertdandelion (Malacothrix saxatilis var. saxatilis),Cliff Desertdandelion (Malacothrix saxatilis var. saxatilis),Cliff Desertdandelion (Malacothrix saxatilis var. saxatilis),Perennial herb,2 ft tall,"Lavender, Yellow, White","Spring, Summer, Fall",,"*
White-lined Sphinx
Hyles lineata

*
Alfalfa Looper Moth
Autographa californica

*
Cucullia comstocki

*
Heliolonche joaquinensis","White-lined Sphinx
Hyles lineata"
Bicolored Everlasting (Pseudognaphalium biolettii),Bicolored Everlasting (Pseudognaphalium biolettii),Bicolored Everlasting (Pseudognaphalium biolettii),Bicolored Everlasting (Pseudognaphalium biolettii),Bicolored Everlasting (Pseudognaphalium biolettii),Bicolored Everlasting (Pseudognaphalium biolettii),Bicolored Everlasting (Pseudognaphalium biolettii),Perennial herb,4 ft tall,"Cream, White","Winter, Spring",,"*
American Lady
Vanessa virginiensis

*
White-lined Sphinx
Hyles lineata

*
Everlasting Tebenna Moth
Tebenna gnaphaliella

*
Hellinsia phoebus

*
Scrobipalpula psilella

*
Everlasting Bud Moth
Eublemma minima","American Lady
Vanessa virginiensis"
Silverscale (Atriplex argentea var. expansa),Silverscale (Atriplex argentea var. expansa),Silverscale (Atriplex argentea var. expansa),Silverscale (Atriplex argentea var. expansa),Silverscale (Atriplex argentea var. expansa),Silverscale (Atriplex argentea var. expansa),Silverscale (Atriplex argentea var. expansa),Annual herb,0.49 - 2.6 ft tall,,"*
Common Sootywing
Pholisora catullus

*
Western Pygmy Blue
Brephidium exilis

*
Mohave Sootywing
Hesperopsis libya

*
San Emigdio Blue
Plebejus emigdionis

*
White-lined Sphinx
Hyles lineata

*
Western Tussock Moth
Orgyia vetusta","Common Sootywing
Pholisora catullus","Western Pygmy Blue
Brephidium exilis","Mohave Sootywing
Hesperopsis libya"
Menzies' Fiddleneck (Amsinckia menziesii),Menzies' Fiddleneck (Amsinckia menziesii),Menzies' Fiddleneck (Amsinckia menziesii),Menzies' Fiddleneck (Amsinckia menziesii),Menzies' Fiddleneck (Amsinckia menziesii),Menzies' Fiddleneck (Amsinckia menziesii),Menzies' Fiddleneck (Amsinckia menziesii),Annual herb,0.7 - 3.9 ft tall,Upright,Fast,Yellow,"Spring, Winter","Goldfinches relish the seeds. Flowers earlier than many other annuals, providing key early season resources for pollinators."
Chilean Cudweed (Pseudognaphalium stramineum),Chilean Cudweed (Pseudognaphalium stramineum),Chilean Cudweed (Pseudognaphalium stramineum),Chilean Cudweed (Pseudognaphalium stramineum),Chilean Cudweed (Pseudognaphalium stramineum),Chilean Cudweed (Pseudognaphalium stramineum),Chilean Cudweed (Pseudognaphalium stramineum),Perennial herb,2.3 ft tall,"Cream, White","Spring, Summer, Fall",,"Cremastobombycia grindeliella

*
American Lady
Vanessa virginiensis

*
White-lined Sphinx
Hyles lineata

*
Everlasting Tebenna Moth
Tebenna gnaphaliella

*
Hellinsia phoebus

*
Scrobipalpula psilella",Cremastobombycia grindeliella
Broadfruit Bur-reed (Sparganium eurycarpum),Broadfruit Bur-reed (Sparganium eurycarpum),Broadfruit Bur-reed (Sparganium eurycarpum),Broadfruit Bur-reed (Sparganium eurycarpum),Broadfruit Bur-reed (Sparganium eurycarpum),Broadfruit Bur-reed (Sparganium eurycarpum),Broadfruit Bur-reed (Sparganium eurycarpum),Perennial herb,5 ft tall,Upright,Moderate,Green,,"*
White-lined Sphinx
Hyles lineata

*
Cattail Border Moth
Bellura obliqua"
Annual Hair Grass (Deschampsia danthonioides),Annual Hair Grass (Deschampsia danthonioides),Annual Hair Grass (Deschampsia danthonioides),Annual Hair Grass (Deschampsia danthonioides),Annual Hair Grass (Deschampsia danthonioides),Annual Hair Grass (Deschampsia danthonioides),Annual Hair Grass (Deschampsia danthonioides),Grasses,1.3 - 2 ft tall,Upright,Moderate,Yellow,Spring,
Whitetip Clover (Trifolium variegatum),Whitetip Clover (Trifolium variegatum),Whitetip Clover (Trifolium variegatum),Whitetip Clover (Trifolium variegatum),Whitetip Clover (Trifolium variegatum),Whitetip Clover (Trifolium variegatum),Whitetip Clover (Trifolium variegatum),Annual herb,,"*
Gray Hairstreak
Strymon melinus

*
Orange Sulphur
Colias eurytheme

*
Southern Dogface
Zerene cesonia

*
Shasta Blue
Icaricia shasta

*
Greenish Blue
Icaricia saepiolus

*
Persius Duskywing
Erynnis persius","Gray Hairstreak
Strymon melinus","Orange Sulphur
Colias eurytheme","Southern Dogface
Zerene cesonia","Shasta Blue
Icaricia shasta"
Chufa Sedge (Cyperus esculentus),Chufa Sedge (Cyperus esculentus),Chufa Sedge (Cyperus esculentus),Chufa Sedge (Cyperus esculentus),Chufa Sedge (Cyperus esculentus),Chufa Sedge (Cyperus esculentus),Chufa Sedge (Cyperus esculentus),Grasses,8.4 in tall,Upright,Fast,Green,Summer,
Pygmy-weed (Crassula connata),Pygmy-weed (Crassula connata),Pygmy-weed (Crassula connata),Pygmy-weed (Crassula connata),Pygmy-weed (Crassula connata),Pygmy-weed (Crassula connata),Pygmy-weed (Crassula connata),"Annual herb, Succulent",0.8 - 4 in tall,,"*
White-lined Sphinx
Hyles lineata

*
Yellowstriped Armyworm Moth
Spodoptera ornithogalli","White-lined Sphinx
Hyles lineata","Yellowstriped Armyworm Moth
Spodoptera ornithogalli",Carried by 1
Pink Cudweed (Pseudognaphalium ramosissimum),Pink Cudweed (Pseudognaphalium ramosissimum),Pink Cudweed (Pseudognaphalium ramosissimum),Pink Cudweed (Pseudognaphalium ramosissimum),Pink Cudweed (Pseudognaphalium ramosissimum),Pink Cudweed (Pseudognaphalium ramosissimum),Pink Cudweed (Pseudognaphalium ramosissimum),Perennial herb,"Cream, White",,"*
American Lady
Vanessa virginiensis

*
White-lined Sphinx
Hyles lineata

*
Everlasting Tebenna Moth
Tebenna gnaphaliella

*
Hellinsia phoebus

*
Scrobipalpula psilella

*
Everlasting Bud Moth
Eublemma minima","American Lady
Vanessa virginiensis","White-lined Sphinx
Hyles lineata","Everlasting Tebenna Moth
Tebenna gnaphaliella"
Indian Paintbrush (Castilleja affinis),Indian Paintbrush (Castilleja affinis),Indian Paintbrush (Castilleja affinis),Indian Paintbrush (Castilleja affinis),Indian Paintbrush (Castilleja affinis),Indian Paintbrush (Castilleja affinis),Indian Paintbrush (Castilleja affinis),"Perennial herb, Annual herb",2 ft tall,Upright,"Orange, Red, Yellow",Is a non-specific host to Leanira Checkerspot (Chlosyne leanira) and Chalcedon Checkerspot (Euphydryas chalcedona) butterflies. Also attracts many native bees.,"Leanira Checkerspot
Chlosyne leanira

Orange Tortrix Moth
Argyrotaenia franciscana

*
Common Buckeye
Junonia coenia

*
Variable Checkerspot
Euphydryas chalcedona

*
Northern Checkerspot
Chlosyne palla

*
Edith's Checkerspot
Euphydryas editha","Leanira Checkerspot
Chlosyne leanira"
Common Loosestrife (Lythrum californicum),Common Loosestrife (Lythrum californicum),Common Loosestrife (Lythrum californicum),Common Loosestrife (Lythrum californicum),Common Loosestrife (Lythrum californicum),Common Loosestrife (Lythrum californicum),Common Loosestrife (Lythrum californicum),Perennial herb,0.7 - 2 ft tall,Purple,,"*
White-lined Sphinx
Hyles lineata

*
Polyphemus moth
Antheraea polyphemus

*
Nevada Buckmoth
Hemileuca nevadensis

*
Glover's Silkmoth
Hyalophora gloveri","White-lined Sphinx
Hyles lineata","Polyphemus moth
Antheraea polyphemus"
Spike Rush (Eleocharis acicularis),Spike Rush (Eleocharis acicularis),Spike Rush (Eleocharis acicularis),Spike Rush (Eleocharis acicularis),Spike Rush (Eleocharis acicularis),Spike Rush (Eleocharis acicularis),Spike Rush (Eleocharis acicularis),Grasses,5.9 - 8.4 in tall,Upright,Moderate,White,Summer,
Coast Live Oak (Quercus agrifolia var. agrifolia),Coast Live Oak (Quercus agrifolia var. agrifolia),Coast Live Oak (Quercus agrifolia var. agrifolia),Coast Live Oak (Quercus agrifolia var. agrifolia),Coast Live Oak (Quercus agrifolia var. agrifolia),Coast Live Oak (Quercus agrifolia var. agrifolia),Coast Live Oak (Quercus agrifolia var. agrifolia),Tree,"19.7 - 82 ft tall
40 ft wide","Rounded, Upright",Moderate,Evergreen,"Cream, Green","The following butterflies use Oaks as host plant: California Sister, Propertius Duskywing, Mournful Duskywing, Golden Hairstreak, and Gold-Hunter's Hairstreak."
Parry Spikeweed (Centromadia parryi),Parry Spikeweed (Centromadia parryi),Parry Spikeweed (Centromadia parryi),Parry Spikeweed (Centromadia parryi),Parry Spikeweed (Centromadia parryi),Parry Spikeweed (Centromadia parryi),Parry Spikeweed (Centromadia parryi),Annual herb,2.3 ft tall,,"*
White-lined Sphinx
Hyles lineata

*
Spotted Straw Sun Moth
Heliothis phloxiphaga

*
Cyclophora dataria","White-lined Sphinx
Hyles lineata","Spotted Straw Sun Moth
Heliothis phloxiphaga",Cyclophora dataria
Wingscale (Atriplex canescens var. canescens),Wingscale (Atriplex canescens var. canescens),Wingscale (Atriplex canescens var. canescens),Wingscale (Atriplex canescens var. canescens),Wingscale (Atriplex canescens var. canescens),Wingscale (Atriplex canescens var. canescens),Wingscale (Atriplex canescens var. canescens),Shrub,2.6 - 7 ft tall,,"*
Common Sootywing
Pholisora catullus

*
Western Pygmy Blue
Brephidium exilis

*
Mohave Sootywing
Hesperopsis libya

*
San Emigdio Blue
Plebejus emigdionis

*
White-lined Sphinx
Hyles lineata

*
Western Tussock Moth
Orgyia vetusta","Common Sootywing
Pholisora catullus","Western Pygmy Blue
Brephidium exilis","Mohave Sootywing
Hesperopsis libya"
Menzies' Goldenbush (Isocoma menziesii var. sedoides),Menzies' Goldenbush (Isocoma menziesii var. sedoides),Menzies' Goldenbush (Isocoma menziesii var. sedoides),Menzies' Goldenbush (Isocoma menziesii var. sedoides),Menzies' Goldenbush (Isocoma menziesii var. sedoides),Menzies' Goldenbush (Isocoma menziesii var. sedoides),Menzies' Goldenbush (Isocoma menziesii var. sedoides),Shrub,7 ft tall,Yellow,,"*
White-lined Sphinx
Hyles lineata

*
Orange Tortrix Moth
Argyrotaenia franciscana

*
Sonia vovana

*
Diastictis sperryorum

*
Snakeweed Borer
Pelochrista ridingsana

*
Dejongia californicus","White-lined Sphinx
Hyles lineata","Orange Tortrix Moth
Argyrotaenia franciscana"
Large Flowered Sand Spurry (Spergularia macrotheca),Large Flowered Sand Spurry (Spergularia macrotheca),Large Flowered Sand Spurry (Spergularia macrotheca),Large Flowered Sand Spurry (Spergularia macrotheca),Large Flowered Sand Spurry (Spergularia macrotheca),Large Flowered Sand Spurry (Spergularia macrotheca),Large Flowered Sand Spurry (Spergularia macrotheca),Perennial herb,"Pink, White, Lavender, Red, Brown",,"Orange Tortrix Moth
Argyrotaenia franciscana

*
White-lined Sphinx
Hyles lineata","Orange Tortrix Moth
Argyrotaenia franciscana","White-lined Sphinx
Hyles lineata",Full Sun
Virgate Stephanomeria (Stephanomeria virgata),Virgate Stephanomeria (Stephanomeria virgata),Virgate Stephanomeria (Stephanomeria virgata),Virgate Stephanomeria (Stephanomeria virgata),Virgate Stephanomeria (Stephanomeria virgata),Virgate Stephanomeria (Stephanomeria virgata),Virgate Stephanomeria (Stephanomeria virgata),Annual herb,1.9 - 11.8 in tall,,"*
White-lined Sphinx
Hyles lineata

*
Kodiosoma fulvum

*
Cucullia eulepis

*
Schinia scarletina

*
Cucullia mcdunnoughi","White-lined Sphinx
Hyles lineata",Kodiosoma fulvum,Cucullia eulepis
American Vetch (Vicia americana ssp. americana),American Vetch (Vicia americana ssp. americana),American Vetch (Vicia americana ssp. americana),American Vetch (Vicia americana ssp. americana),American Vetch (Vicia americana ssp. americana),American Vetch (Vicia americana ssp. americana),American Vetch (Vicia americana ssp. americana),"Vine, Perennial herb",,"*
Orange Sulphur
Colias eurytheme

*
Silvery Blue
Glaucopsyche lygdamus

*
Clouded Sulphur
Colias philodice

*
Queen Alexandra's Sulphur
Colias alexandra

*
Northern Cloudywing
Thorybes pylades

*
Anna's Blue
Plebejus anna","Orange Sulphur
Colias eurytheme","Silvery Blue
Glaucopsyche lygdamus","Clouded Sulphur
Colias philodice","Queen Alexandra's Sulphur
Colias alexandra"
Coast Indian Paintbrush (Castilleja affinis ssp. affinis),Coast Indian Paintbrush (Castilleja affinis ssp. affinis),Coast Indian Paintbrush (Castilleja affinis ssp. affinis),Coast Indian Paintbrush (Castilleja affinis ssp. affinis),Coast Indian Paintbrush (Castilleja affinis ssp. affinis),Coast Indian Paintbrush (Castilleja affinis ssp. affinis),Coast Indian Paintbrush (Castilleja affinis ssp. affinis),"Perennial herb, Annual herb",2 ft tall,Orange,,"*
Common Buckeye
Junonia coenia

*
Variable Checkerspot
Euphydryas chalcedona

*
Northern Checkerspot
Chlosyne palla

*
Edith's Checkerspot
Euphydryas editha

*
Leanira Checkerspot
Chlosyne leanira

*
Anicia Checkerspot
Euphydryas anicia","Common Buckeye
Junonia coenia","Variable Checkerspot
Euphydryas chalcedona"
Menzies' Goldenbush (Isocoma menziesii var. menziesii),Menzies' Goldenbush (Isocoma menziesii var. menziesii),Menzies' Goldenbush (Isocoma menziesii var. menziesii),Menzies' Goldenbush (Isocoma menziesii var. menziesii),Menzies' Goldenbush (Isocoma menziesii var. menziesii),Menzies' Goldenbush (Isocoma menziesii var. menziesii),Menzies' Goldenbush (Isocoma menziesii var. menziesii),Shrub,7 ft tall,Yellow,,"*
White-lined Sphinx
Hyles lineata

*
Sunflower Moth
Homoeosoma electella

*
Orange Tortrix Moth
Argyrotaenia franciscana

*
Schinia erosa

*
Sonia vovana

*
Diastictis sperryorum","White-lined Sphinx
Hyles lineata","Sunflower Moth
Homoeosoma electella"
California Spineflower (Mucronea californica),California Spineflower (Mucronea californica),California Spineflower (Mucronea californica),California Spineflower (Mucronea californica),California Spineflower (Mucronea californica),California Spineflower (Mucronea californica),California Spineflower (Mucronea californica),Annual herb,0.1 - 1.6 ft tall,,"Small Blue
Philotiella speciosa

*
White-lined Sphinx
Hyles lineata","Small Blue
Philotiella speciosa","White-lined Sphinx
Hyles lineata",Full Sun
Toad Rush (Juncus bufonius var. bufonius),Toad Rush (Juncus bufonius var. bufonius),Toad Rush (Juncus bufonius var. bufonius),Toad Rush (Juncus bufonius var. bufonius),Toad Rush (Juncus bufonius var. bufonius),Toad Rush (Juncus bufonius var. bufonius),Toad Rush (Juncus bufonius var. bufonius),Grasses,1 ft tall,Brown,,"*
White-lined Sphinx
Hyles lineata

*
Streaked Coleophora Moth
Coleophora cratipennella

*
Red Swordgrass Moth
Xylena nupera

*
Yellow-Collared Scape Moth
Cisseps fulvicollis

*
Javelin Moth
Bactra verutana

*
Mottled Marble
Bactra furfurana","White-lined Sphinx
Hyles lineata","Streaked Coleophora Moth
Coleophora cratipennella"
